year lat long depth NAFO sfa stratum biomass
2347 401.5 53.5 317.8529 3K 6 66 2151.96527674166
2348 382.5 54.5 218.0435 3K 6 66 1237.32481288918
2349 405.5 40.5 388.1297 3K 6 66 258.889751752451
2350 418.5 55.5 198.489 3K 6 66 446.892436910992
2351 394.5 63.5 283.3876 3K 6 66 669.594211208172
2352 408.5 66.5 143.1614 3K 6 66 1460.61627175952
2353 395.5 43.5 250.3181 3K 6 66 2192.00481431329
2354 401.5 69.5 279.9018 3K 6 66 1972.42675951071
2355 392.5 45.5 344.6859 3K 6 66 1237.65789085891
2356 416.5 58.5 236.4902 3K 6 66 1007.49319927559
2357 407.5 51.5 249.7273 3K 6 66 1158.18194148415
2358 410.5 47.5 424.2012 3K 6 66 376.588763483996
2359 398.5 55.5 387.4419 3K 6 66 502.110310308583
2360 414.5 58.5 241.9075 3K 6 66 995.068845050403
2361 400.5 54.5 289.6326 3K 6 66 1024.76712376824
2362 417.5 61.5 254.7493 3K 6 66 935.840382746367
2363 413.5 59.5 284.5165 3K 6 66 2324.36745814441
2364 388.5 53.5 296.0357 3K 6 66 987.035293547937
2365 390.5 40.5 351.0339 3K 6 66 826.749291624818
2366 408.5 60.5 264.737 3K 6 66 1283.45331617813
2367 400.5 55.5 359.6884 3K 6 66 564.041735403526
2368 397.5 44.5 404.5046 3K 6 66 186.385207067268
2369 392.5 63.5 298.7875 3K 6 66 851.573367163411
2370 392.5 48.5 414.9962 3K 6 66 1186.94742409617
2371 408.5 49.5 314.6767 3K 6 66 941.772130984779
2372 389.5 56.5 264.5696 3K 6 66 2739.85145769606
2373 399.5 43.5 343.2156 3K 6 66 160.306441975552
2374 400.5 58.5 239.6033 3K 6 66 232.54773612779
2375 383.5 50.5 329.6128 3K 6 66 1138.77523777493
2376 388.5 55.5 303.3614 3K 6 66 1060.69931078667
2377 403.5 62.5 264.8752 3K 6 66 1969.05905412405
2378 418.5 77.5 290.5609 3K 6 66 3191.5931802812
2379 411.5 57.5 219.445 3K 6 66 377.86267391187
2380 410.5 45.5 352.1636 3K 6 66 488.407899299729
2381 416.5 52.5 310.5016 3K 6 66 2479.77181376474
2382 404.5 57.5 320.456 3K 6 66 779.446902152688
2383 393.5 49.5 395.9516 3K 6 66 99.3957236327474
2384 405.5 52.5 253.7357 3K 6 66 558.986641795442
2385 402.5 54.5 365.9461 3K 6 66 950.180710486989
2386 411.5 69.5 184.9327 3K 6 66 1295.15346301819
2387 393.5 48.5 305.7339 3K 6 66 376.47034305125
2388 418.5 57.5 205.7445 3K 6 66 601.551084878401
2389 406.5 50.5 202.9905 3K 6 66 521.94149538996
2390 421.5 51.5 392.4106 3K 6 66 1230.807520714
2391 417.5 67.5 308.335 3K 6 66 296.138492188828
2392 392.5 60.5 290.0418 3K 6 66 2241.90274875375
2393 415.5 69.5 228.6648 3K 6 66 855.071658543485
2394 393.5 61.5 229.2745 3K 6 66 1791.21397234675
2395 409.5 77.5 223.5551 3K 6 66 782.759039767741
2396 397.5 39.5 330.718 3K 6 66 1271.12275435154
2397 420.5 72.5 263.1006 3K 6 66 168.353586841537
2398 408.5 78.5 258.0213 3K 6 66 1869.465844463
2399 420.5 62.5 327.293 3K 6 66 193.063994370045
2400 412.5 70.5 217.0833 3K 6 66 3093.87599157697
2401 404.5 48.5 370.3205 3K 6 66 438.918945697175
2402 407.5 63.5 267.6248 3K 6 66 775.418573412514
2403 407.5 77.5 215.078 3K 6 66 1928.19211259467
2404 393.5 48.5 305.7339 3K 6 66 4441.06967463613
2405 392.5 51.5 416.0649 3K 6 66 539.356162417059
2406 377.5 49.5 336.8894 3K 6 66 850.778595698374
2407 417.5 63.5 277.7424 3K 6 66 3041.68741918267
2408 400.5 43.5 344.119 3K 6 66 1885.03159593233
2409 392.5 46.5 370.217 3K 6 66 795.223758738904
2410 386.5 58.5 244.9001 3K 6 66 2792.70826795632
2411 378.5 49.5 287.5801 3K 6 66 1469.58662836586
2412 404.5 74.5 187.7099 3K 6 66 747.449306660286
2413 418.5 70.5 343.2515 3K 6 66 1542.73679884591
2414 385.5 56.5 229.3503 3K 6 66 1251.37790025476
2415 391.5 50.5 387.6914 3K 6 66 419.333068227286
2416 399.5 63.5 205.6359 3K 6 66 1129.01724374709
2417 401.5 65.5 247.8566 3K 6 66 2291.28447171845
2418 401.5 51.5 369.0106 3K 6 66 1185.46453082711
2419 415.5 68.5 204.953 3K 6 66 773.465744663535
2420 396.5 61.5 298.6665 3K 6 66 558.654549909888
2421 381.5 48.5 346.1437 3K 6 66 480.899960615314
2422 402.5 48.5 398.2186 3K 6 66 198.444795058682
2423 416.5 67.5 297.7605 3K 6 66 2071.02828612486
2424 412.5 58.5 258.4015 3K 6 66 786.431766001205
2425 383.5 50.5 329.6128 3K 6 66 1143.25366477869
2426 390.5 39.5 350.4104 3K 6 66 907.190245024364
2427 407.5 48.5 284.5254 3K 6 66 665.780049127644
2428 383.5 45.5 442.8877 3K 6 66 2718.81680132225
2429 406.5 75.5 161.6051 3K 6 66 533.299679717878
2430 404.5 65.5 178.552 3K 6 66 1291.81303176491
2431 406.5 48.5 277.4947 3K 6 66 638.739368232498
2432 392.5 54.5 322.8134 3K 6 66 1953.51025018228
2433 377.5 46.5 397.1353 3K 6 66 425.019778592551
2434 399.5 67.5 297.22 3K 6 66 1197.24751990114
2435 402.5 41.5 321.7142 3K 6 66 813.222589224365
2436 390.5 59.5 325.1809 3K 6 66 1056.6814298052
2437 402.5 56.5 284.9218 3K 6 66 1662.01408869621
2438 403.5 48.5 349.5195 3K 6 66 1070.41272121379
2439 398.5 63.5 196.6445 3K 6 66 2203.36966829406
2440 411.5 55.5 161.3629 3K 6 66 1283.60180218379
2441 400.5 57.5 384.4038 3K 6 66 292.592134131341
2442 407.5 73.5 272.9434 3K 6 66 370.870660575353
2443 412.5 63.5 218.9942 3K 6 66 1055.23419382538
2444 405.5 52.5 253.7357 3K 6 66 2126.04474489432
2445 391.5 42.5 335.9883 3K 6 66 1422.3209616897
2446 406.5 48.5 277.4947 3K 6 66 1026.25860153196
2447 413.5 55.5 255.1591 3K 6 66 684.929711427688
2448 386.5 51.5 258.0986 3K 6 66 1921.41160241526
2449 402.5 63.5 244.2843 3K 6 66 416.142041077901
2450 394.5 64.5 185.7495 3K 6 66 1164.13198483428
2451 391.5 50.5 387.6914 3K 6 66 222.062021992589
2452 420.5 60.5 295.1971 3K 6 66 860.733926605373
2453 388.5 48.5 381.2512 3K 6 66 101.632927082142
2454 397.5 47.5 291.276 3K 6 66 1512.3225778875
